ProductA,ProductB,PairCount,ProductACount,ProductBCount,PairSupport,Confidence_A_to_B,Confidence_B_to_A,Lift
CHARLOTTE BAG PINK POLKADOT,CHARLOTTE BAG SUKI DESIGN,410,739,869,0.031728834545735954,0.5548037889039242,0.4718066743383199,8.24991318782107
CHARLOTTE BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG,456,869,827,0.03528865500696487,0.5247410817031071,0.5513905683192262,8.19915871555931
PAPER CHAIN KIT 50'S CHRISTMAS ,PAPER CHAIN KIT VINTAGE CHRISTMAS,552,1090,799,0.042717845534746945,0.5064220183486239,0.690863579474343,8.190219425658219
COOK WITH WINE METAL SIGN ,GIN + TONIC DIET METAL SIGN,328,693,783,0.025383067636588763,0.4733044733044733,0.41890166028097064,7.8110349987744625
RED RETROSPOT CHARLOTTE BAG,WOODLAND CHARLOTTE BAG,505,1028,827,0.03908063767218697,0.4912451361867704,0.6106408706166868,7.675779503996914
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED ,470,774,1038,0.036372078625599755,0.6072351421188631,0.4527938342967245,7.559434013930588
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,399,864,797,0.03087757313109426,0.4618055555555556,0.5006273525721455,7.487391955945908
CHARLOTTE BAG SUKI DESIGN,RED RETROSPOT CHARLOTTE BAG,507,869,1028,0.039235412474849095,0.5834292289988493,0.49319066147859925,7.333728110041956
ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE PINK,418,965,774,0.03234793375638446,0.43316062176165804,0.5400516795865633,7.231655755044113
COOK WITH WINE METAL SIGN ,PLEASE ONE PERSON METAL SIGN,301,693,799,0.023293607800650054,0.43434343434343436,0.376720901126408,7.0245129644378705
WOODEN FRAME ANTIQUE WHITE ,WOODEN PICTURE FRAME WHITE FINISH,539,943,1084,0.04171180931744312,0.5715800636267232,0.49723247232472323,6.813614005705275
CHOCOLATE HOT WATER BOTTLE,SCOTTIE DOG HOT WATER BOTTLE,311,817,731,0.02406748181396069,0.3806609547123623,0.42544459644322846,6.7290025400727025
60 TEATIME FAIRY CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,354,821,853,0.027395140071196408,0.43118148599269185,0.41500586166471276,6.531919298942044
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG SPACEBOY DESIGN ,388,678,1149,0.03002631171645256,0.5722713864306784,0.33768494342906874,6.435936340693845
JUMBO BAG SPACEBOY DESIGN,JUMBO BAG WOODLAND ANIMALS,292,684,858,0.022597121188670483,0.4269005847953216,0.34032634032634035,6.429381534644691
LUNCH BAG ALPHABET DESIGN,LUNCH BAG APPLE DESIGN,373,733,1029,0.028865500696486614,0.5088676671214188,0.3624878522837707,6.390270159905709
JUMBO BAG VINTAGE DOILY ,JUMBO BAG VINTAGE LEAF,516,1211,873,0.03993189908682866,0.42609413707679605,0.5910652920962199,6.306974157281052
HEART OF WICKER LARGE,HEART OF WICKER SMALL,493,899,1152,0.03815198885621421,0.5483870967741935,0.4279513888888889,6.151265681003584
GIN + TONIC DIET METAL SIGN,PLEASE ONE PERSON METAL SIGN,297,783,799,0.022984058195325802,0.3793103448275862,0.3717146433041302,6.134478442881187
JUMBO BAG SPACEBOY DESIGN,JUMBO STORAGE BAG SKULLS,224,684,698,0.01733477789815818,0.32748538011695905,0.3209169054441261,6.062702123024849
JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SKULLS,279,858,698,0.02159108497136666,0.32517482517482516,0.3997134670487106,6.019927064339671
DOLLY GIRL LUNCH BOX,LUNCH BOX I LOVE LONDON,256,848,668,0.019811174740752207,0.3018867924528302,0.38323353293413176,5.839792113885437
JUMBO BAG ALPHABET,JUMBO BAG APPLES,391,899,969,0.030258473920445752,0.43492769744160176,0.40350877192982454,5.799933649474075
JUMBO STORAGE BAG SKULLS,JUMBO STORAGE BAG SUKI,367,698,1180,0.02840117628850023,0.5257879656160458,0.31101694915254235,5.75782380651741
CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE KEEP CALM,269,817,739,0.02081721095805603,0.3292533659730722,0.36400541271989173,5.757255744389769
LUNCH BOX I LOVE LONDON,SPACEBOY LUNCH BOX ,266,668,896,0.020585048754062838,0.39820359281437123,0.296875,5.742842440119761
JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SUKI,449,858,1180,0.03474694319764742,0.5233100233100233,0.3805084745762712,5.730688238315357
JUMBO BAG WOODLAND ANIMALS,RECYCLING BAG RETROSPOT ,274,858,732,0.021204147964711345,0.31934731934731936,0.3743169398907104,5.637439973505546
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO SHOPPER VINTAGE RED PAISLEY,402,797,1168,0.031109735335087447,0.5043914680050188,0.3441780821917808,5.580262456815799
JUMBO BAG APPLES,JUMBO BAG VINTAGE LEAF,364,969,873,0.028169014084507043,0.37564499484004127,0.41695303550973656,5.560234390977105
JUMBO BAG SPACEBOY DESIGN,JUMBO STORAGE BAG SUKI,345,684,1180,0.02669865345921684,0.5043859649122807,0.2923728813559322,5.52345376152245
60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,453,821,1293,0.03505649280297168,0.5517661388550548,0.3503480278422274,5.5142475222621945
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,306,923,797,0.02368054480730537,0.3315276273022752,0.383939774153074,5.3751568381430355
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG WOODLAND,285,678,1011,0.02205540937935304,0.42035398230088494,0.2818991097922849,5.372714301970362
JUMBO BAG PINK POLKADOT,JUMBO BAG WOODLAND ANIMALS,429,1206,858,0.03319919517102616,0.35572139303482586,0.5,5.3573797678275294
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG SPACEBOY DESIGN,226,797,684,0.017489552700820307,0.2835633626097867,0.3304093567251462,5.35702598193518
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO SHOPPER VINTAGE RED PAISLEY,417,864,1168,0.0322705463550534,0.4826388888888889,0.3570205479452055,5.3396059265601235
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO STORAGE BAG SKULLS,249,864,698,0.019269462931434764,0.2881944444444444,0.35673352435530087,5.3353131964342575
LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG WOODLAND,479,1149,1011,0.03706856523757932,0.41688424717145345,0.47378832838773494,5.328366213599922
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO STORAGE BAG SKULLS,265,923,698,0.020507661352731774,0.28710725893824485,0.37965616045845274,5.315186246418338
JUMBO BAG PINK POLKADOT,JUMBO BAG SPACEBOY DESIGN,339,1206,684,0.026234329051230458,0.2810945273631841,0.4956140350877193,5.3103852084606205
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG STRAWBERRY,288,864,818,0.02228757158334623,0.3333333333333333,0.35207823960880197,5.265688671556643
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO STORAGE BAG SKULLS,225,797,698,0.017412165299489243,0.2823086574654956,0.3223495702005731,5.226350246087585
LUNCH BAG CARS BLUE,LUNCH BAG PINK POLKADOT,502,1145,1085,0.038848475468193776,0.43842794759825326,0.4626728110599078,5.221535427525003
JUMBO BAG ALPHABET,JUMBO BAG VINTAGE LEAF,317,899,873,0.024531806221947068,0.3526140155728587,0.3631156930126002,5.219333687551525
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG WOODLAND ANIMALS,276,797,858,0.021358922767373473,0.3462986198243413,0.32167832167832167,5.215467092505988
LUNCH BAG  BLACK SKULL.,LUNCH BAG PINK POLKADOT,544,1259,1085,0.042098746324098435,0.43208895949166004,0.5013824884792627,5.1460401240103515
JUMBO BAG PINK POLKADOT,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,382,1206,797,0.02956198730846618,0.3167495854063018,0.479297365119197,5.135556013325259
LUNCH BAG APPLE DESIGN,LUNCH BAG VINTAGE DOILY ,441,1029,1089,0.03412784398699892,0.42857142857142855,0.4049586776859504,5.085399449035814
JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SKULLS,331,1206,698,0.025615229840581955,0.2744610281923715,0.47421203438395415,5.081067917337857
JUMBO BAG ALPHABET,LUNCH BAG ALPHABET DESIGN,258,899,733,0.01996594954341433,0.28698553948832034,0.3519781718963165,5.059245758892327
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO SHOPPER VINTAGE RED PAISLEY,421,923,1168,0.03258009596037765,0.4561213434452871,0.3604452054794521,5.046232876712329
PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,430,853,1293,0.03327658257235722,0.5041031652989449,0.3325599381283836,5.037912685222712
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG SUKI DESIGN ,338,678,1279,0.026156941649899398,0.49852507374631266,0.2642689601250977,5.036701331469784
JUMBO BAG WOODLAND ANIMALS,JUMBO SHOPPER VINTAGE RED PAISLEY,390,858,1168,0.030181086519114688,0.45454545454545453,0.3339041095890411,5.028798256537982
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO STORAGE BAG SUKI,422,923,1180,0.03265748336170871,0.457204767063922,0.3576271186440678,5.0067796610169495
LUNCH BAG CARS BLUE,LUNCH BAG WOODLAND,448,1145,1011,0.03466955579631636,0.39126637554585153,0.4431256181998022,5.000933832644405
LUNCH BAG ALPHABET DESIGN,LUNCH BAG DOLLY GIRL DESIGN,192,733,678,0.014858381055564154,0.26193724420190995,0.2831858407079646,4.9922611645679655
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG WOODLAND ANIMALS,304,923,858,0.023525770004643246,0.3293607800650054,0.3543123543123543,4.960372960372961
JUMBO BAG VINTAGE DOILY ,LUNCH BAG VINTAGE DOILY ,504,1211,1089,0.0390032502708559,0.4161849710982659,0.4628099173553719,4.938422586346916
JAM MAKING SET PRINTED,JAM MAKING SET WITH JARS,472,1121,1104,0.03652685342826188,0.42105263157894735,0.427536231884058,4.928299008390542
SET OF 3 CAKE TINS PANTRY DESIGN ,SET OF 6 SPICE TINS PANTRY DESIGN,410,1340,804,0.031728834545735954,0.30597014925373134,0.5099502487562189,4.917594861513329
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI,524,1168,1180,0.04055099829747717,0.4486301369863014,0.4440677966101695,4.912880195031345
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO STORAGE BAG SUKI,356,797,1180,0.027549914873858536,0.4466750313676286,0.3016949152542373,4.89147013163771
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG WOODLAND ANIMALS,280,864,858,0.021668472372697724,0.32407407407407407,0.32634032634032634,4.880751964085298
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG STRAWBERRY,245,797,818,0.01895991332611051,0.3074027603513174,0.2995110024449878,4.856061698361521
JUMBO BAG SPACEBOY DESIGN,RECYCLING BAG RETROSPOT ,187,684,732,0.014471444048908837,0.2733918128654971,0.25546448087431695,4.8261871664589515
LUNCH BAG ALPHABET DESIGN,LUNCH BAG VINTAGE DOILY ,298,733,1089,0.023061445596656863,0.40654843110504774,0.2736455463728191,4.824076057611963
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG PINK POLKADOT,414,923,1206,0.03203838415106021,0.4485373781148429,0.34328358208955223,4.805970149253732
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SKULLS,301,1168,698,0.023293607800650054,0.2577054794520548,0.43123209169054444,4.770874219884602
LUNCH BAG CARS BLUE,LUNCH BAG SUKI DESIGN ,539,1145,1279,0.04171180931744312,0.4707423580786026,0.4214229867083659,4.756006842135812
LUNCH BAG CARS BLUE,LUNCH BAG SPACEBOY DESIGN ,483,1145,1149,0.03737811484290358,0.4218340611353712,0.42036553524804177,4.744072879017639
JUMBO BAG APPLES,LUNCH BAG APPLE DESIGN,365,969,1029,0.028246401485838107,0.3766769865841073,0.35471331389698735,4.730242974382736
JUMBO BAG STRAWBERRY,JUMBO STORAGE BAG SKULLS,209,818,698,0.01617396687819223,0.2555012224938875,0.2994269340974212,4.730067044507185
HOT WATER BOTTLE KEEP CALM,SCOTTIE DOG HOT WATER BOTTLE,197,739,731,0.01524531806221947,0.2665764546684709,0.2694938440492476,4.712313197299563
JUMBO BAG APPLES,JUMBO BAG WOODLAND ANIMALS,303,969,858,0.02344838260331218,0.3126934984520124,0.3531468531468531,4.709353597898489
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG SPACEBOY DESIGN,230,923,684,0.01779910230614456,0.24918743228602383,0.3362573099415205,4.707602339181286
JUMBO STORAGE BAG SKULLS,RECYCLING BAG RETROSPOT ,186,698,732,0.014394056647577775,0.2664756446991404,0.2540983606557377,4.704096012024989
JUMBO BAG APPLES,JUMBO BAG VINTAGE DOILY ,427,969,1211,0.03304442036836403,0.4406604747162023,0.35260115606936415,4.702076510555545
JUMBO BAG PINK POLKADOT,JUMBO BAG PINK VINTAGE PAISLEY,379,1206,864,0.029329825104472993,0.3142620232172471,0.4386574074074074,4.700108638904245
LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG SUKI DESIGN ,533,1149,1279,0.04124748490945674,0.463881636205396,0.41673182173573103,4.686691558284697
LUNCH BAG  BLACK SKULL.,LUNCH BAG SUKI DESIGN ,584,1259,1279,0.04519424237734097,0.46386020651310567,0.45660672400312746,4.686475049696912
LUNCH BAG  BLACK SKULL.,LUNCH BAG CARS BLUE,522,1259,1145,0.040396223494815045,0.414614773629865,0.4558951965065502,4.6791721439695335
JUMBO BAG APPLES,JUMBO BAG SPACEBOY DESIGN,240,969,684,0.018572976319455193,0.2476780185758514,0.3508771929824561,4.679086777832094
JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI,515,1206,1180,0.0398545116854976,0.42703150912106136,0.4364406779661017,4.676356915985046
LUNCH BAG PINK POLKADOT,LUNCH BAG WOODLAND,396,1085,1011,0.030645410927101067,0.3649769585253456,0.3916913946587537,4.664918158322964
LUNCH BAG ALPHABET DESIGN,LUNCH BAG SPACEBOY DESIGN ,304,733,1149,0.023525770004643246,0.4147339699863574,0.26457789382071367,4.66422311589531
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG PINK POLKADOT,265,678,1085,0.020507661352731774,0.39085545722713866,0.24423963133640553,4.654962413169664
JUMBO BAG APPLES,JUMBO STORAGE BAG SKULLS,243,969,698,0.01880513852344838,0.25077399380804954,0.34813753581661894,4.642552361013776
LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,606,1085,1555,0.04689676520662436,0.5585253456221199,0.3897106109324759,4.641327663105488
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO STORAGE BAG SUKI,366,864,1180,0.02832378888716917,0.4236111111111111,0.3101694915254237,4.638900659133711
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG STRAWBERRY,271,923,818,0.020971985760718154,0.29360780065005415,0.3312958435207824,4.638141809290954
PLASTERS IN TIN WOODLAND ANIMALS,ROUND SNACK BOXES SET OF4 WOODLAND ,175,687,717,0.013542795232936078,0.2547307132459971,0.24407252440725244,4.5908372058086115
LUNCH BAG APPLE DESIGN,LUNCH BAG WOODLAND,369,1029,1011,0.02855595109116236,0.358600583090379,0.3649851632047478,4.583419124326289
LUNCH BAG CARS BLUE,LUNCH BAG DOLLY GIRL DESIGN,275,1145,678,0.02128153536604241,0.24017467248908297,0.4056047197640118,4.577488374489573
LUNCH BAG  BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN ,512,1259,1149,0.039622349481504414,0.40667196187450355,0.4456048738033072,4.573555344945462
LUNCH BAG  BLACK SKULL.,LUNCH BAG DOLLY GIRL DESIGN,302,1259,678,0.023370995201981118,0.2398729150119142,0.44542772861356933,4.571737179622354
JUMBO BAG PINK POLKADOT,JUMBO BAG STRAWBERRY,348,1206,818,0.02693081566321003,0.2885572139303483,0.4254278728606357,4.558357357466944
LUNCH BAG  BLACK SKULL.,LUNCH BAG WOODLAND,444,1259,1011,0.03436000619099211,0.3526608419380461,0.4391691394658754,4.507500889736332
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG SPACEBOY DESIGN,206,864,684,0.01594180467419904,0.23842592592592593,0.30116959064327486,4.504297974875461
LUNCH BAG SUKI DESIGN ,LUNCH BAG WOODLAND,449,1279,1011,0.03474694319764742,0.35105551211884284,0.44411473788328387,4.486982519880996
ROUND SNACK BOXES SET OF4 WOODLAND ,WOODLAND CHARLOTTE BAG,205,717,827,0.015864417272867977,0.2859135285913529,0.2478839177750907,4.467442099706725
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG PINK VINTAGE PAISLEY,275,923,864,0.02128153536604241,0.2979414951245937,0.31828703703703703,4.456018518518519
LUNCH BAG PINK POLKADOT,LUNCH BAG SPACEBOY DESIGN ,428,1085,1149,0.033121807769695095,0.39447004608294933,0.37249782419495214,4.436328925573431
JUMBO BAG SPACEBOY DESIGN,JUMBO SHOPPER VINTAGE RED PAISLEY,274,684,1168,0.021204147964711345,0.40058479532163743,0.2345890410958904,4.431812264679965
JUMBO STORAGE BAG SUKI,RECYCLING BAG RETROSPOT ,296,1180,732,0.02290667079399474,0.25084745762711863,0.40437158469945356,4.42821154024266
LUNCH BAG ALPHABET DESIGN,LUNCH BAG SUKI DESIGN ,320,733,1279,0.024763968425940256,0.43656207366984995,0.2501954652071931,4.410676400282878
LUNCH BAG APPLE DESIGN,LUNCH BAG SUKI DESIGN ,449,1029,1279,0.03474694319764742,0.4363459669582119,0.35105551211884284,4.408493029737305
JUMBO BAG ALPHABET,JUMBO BAG VINTAGE DOILY ,370,899,1211,0.028633338492493422,0.41156840934371525,0.305532617671346,4.391649038430626
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG RED RETROSPOT,358,678,1555,0.027704689676520663,0.528023598820059,0.2302250803858521,4.387859127943925
JUMBO BAG 50'S CHRISTMAS ,PAPER CHAIN KIT 50'S CHRISTMAS ,259,700,1090,0.020043336944745395,0.37,0.23761467889908258,4.386366972477064
LUNCH BAG ALPHABET DESIGN,LUNCH BAG WOODLAND,251,733,1011,0.019424237734096888,0.3424283765347885,0.24826904055390703,4.376715609873925
JUMBO BAG PINK POLKADOT,RECYCLING BAG RETROSPOT ,299,1206,732,0.023138832997987926,0.24792703150912107,0.40846994535519127,4.376657242023035
JUMBO BAG SPACEBOY DESIGN,JUMBO BAG STRAWBERRY,189,684,818,0.014626218851570965,0.27631578947368424,0.2310513447432763,4.3649787672114275
LUNCH BAG PINK POLKADOT,LUNCH BAG SUKI DESIGN ,468,1085,1279,0.03621730382293763,0.4313364055299539,0.36591086786551996,4.3578804005145155
LUNCH BAG ALPHABET DESIGN,LUNCH BAG CARS BLUE,282,733,1145,0.021823247175359852,0.38472032742155526,0.2462882096069869,4.341795695145273
LUNCH BAG WOODLAND,WOODLAND CHARLOTTE BAG,280,1011,827,0.021668472372697724,0.27695351137487634,0.3385731559854897,4.327440476404053
LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND,526,1555,1011,0.0407057731001393,0.3382636655948553,0.5202769535113749,4.323484754517033
JUMBO BAG STRAWBERRY,STRAWBERRY CHARLOTTE BAG,197,818,720,0.01524531806221947,0.24083129584352078,0.27361111111111114,4.322252784569411
JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,825,1206,2054,0.06384460609812723,0.6840796019900498,0.40165530671859784,4.3036400277095535
LUNCH BAG APPLE DESIGN,LUNCH BAG DOLLY GIRL DESIGN,232,1029,678,0.017953877108806686,0.22546161321671526,0.3421828908554572,4.297072221218872
LUNCH BAG APPLE DESIGN,LUNCH BAG SPACEBOY DESIGN ,393,1029,1149,0.03041324872310788,0.3819241982507289,0.34203655352480417,4.295234542903324
JUMBO BAG PINK POLKADOT,JUMBO SHOPPER VINTAGE RED PAISLEY,468,1206,1168,0.03621730382293763,0.3880597014925373,0.4006849315068493,4.2932426906563075
ANTIQUE SILVER T-LIGHT GLASS,VICTORIAN GLASS HANGING T-LIGHT,261,824,958,0.020198111747407523,0.316747572815534,0.27244258872651356,4.272455256703894
RECYCLING BAG RETROSPOT ,RED TOADSTOOL LED NIGHT LIGHT,197,732,814,0.01524531806221947,0.2691256830601093,0.24201474201474202,4.27228756327117
JUMBO BAG RED RETROSPOT,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,541,2054,797,0.041866584120105244,0.26338851022395326,0.6787954830614805,4.27039689976653
LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN ,655,1555,1279,0.05068874787184646,0.4212218649517685,0.5121188428459734,4.255691117206218
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,RECYCLING BAG RETROSPOT ,192,797,732,0.014858381055564154,0.24090338770388958,0.26229508196721313,4.252668819548717
JUMBO BAG APPLES,JUMBO STORAGE BAG SUKI,376,969,1180,0.0290976629004798,0.38802889576883387,0.31864406779661014,4.249245246715992
LUNCH BAG  BLACK SKULL.,LUNCH BAG ALPHABET DESIGN,303,1259,733,0.02344838260331218,0.24066719618745036,0.41336971350613916,4.24270328667699
LUNCH BAG  BLACK SKULL.,LUNCH BAG RED RETROSPOT,641,1259,1555,0.049605324253211576,0.5091342335186656,0.4122186495176849,4.230889109664436
JUMBO BAG WOODLAND ANIMALS,WOODLAND CHARLOTTE BAG,231,858,827,0.017876489707475622,0.2692307692307692,0.279322853688029,4.2067714631197095
DOLLY GIRL LUNCH BOX,LUNCH BAG DOLLY GIRL DESIGN,187,848,678,0.014471444048908837,0.2205188679245283,0.275811209439528,4.20286845327545
JUMBO BAG STRAWBERRY,JUMBO STORAGE BAG SUKI,313,818,1180,0.024222256616622813,0.38264058679706603,0.2652542372881356,4.190238697111599
PAPER BUNTING RETROSPOT,SET/20 RED RETROSPOT PAPER NAPKINS ,227,747,938,0.01756694010215137,0.3038821954484605,0.2420042643923241,4.18631740893924
RABBIT NIGHT LIGHT,RED TOADSTOOL LED NIGHT LIGHT,231,876,814,0.017876489707475622,0.2636986301369863,0.28378378378378377,4.1861347649018885
LUNCH BAG CARS BLUE,STRAWBERRY CHARLOTTE BAG,267,1145,720,0.020662436155393902,0.2331877729257642,0.37083333333333335,4.185072780203785
JUMBO BAG APPLES,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,250,969,797,0.019346850332765824,0.2579979360165119,0.3136762860727729,4.182997903645377
JUMBO BAG WOODLAND ANIMALS,RED TOADSTOOL LED NIGHT LIGHT,226,858,814,0.017489552700820307,0.2634032634032634,0.27764127764127766,4.1814459087186355
RED HANGING HEART T-LIGHT HOLDER,WHITE HANGING HEART T-LIGHT HOLDER,497,724,2142,0.038461538461538464,0.68646408839779,0.23202614379084968,4.141217997327845
LUNCH BAG  BLACK SKULL.,LUNCH BAG APPLE DESIGN,415,1259,1029,0.03211577155239127,0.329626687847498,0.4033041788143829,4.1393936446699415
JUMBO BAG STRAWBERRY,JUMBO BAG WOODLAND ANIMALS,224,818,858,0.01733477789815818,0.27383863080684595,0.26107226107226106,4.12417574275765
ROUND SNACK BOXES SET OF4 WOODLAND ,SPACEBOY LUNCH BOX ,205,717,896,0.015864417272867977,0.2859135285913529,0.22879464285714285,4.123409170153417
JUMBO BAG RED RETROSPOT,JUMBO BAG STRAWBERRY,536,2054,818,0.04147964711344993,0.2609542356377799,0.6552567237163814,4.122311287177742
BAKING SET 9 PIECE RETROSPOT ,RETROSPOT TEA SET CERAMIC 11 PC ,258,888,911,0.01996594954341433,0.2905405405405405,0.283205268935236,4.121146942771531
LUNCH BAG ALPHABET DESIGN,LUNCH BAG PINK POLKADOT,253,733,1085,0.019579012536759016,0.3451568894952251,0.23317972350230415,4.1107072129560365
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG APPLES,284,923,969,0.02197802197802198,0.3076923076923077,0.2930856553147575,4.103199174406605
JUMBO BAG ALPHABET,JUMBO BAG SPACEBOY DESIGN,193,899,684,0.014935768456895218,0.21468298109010012,0.2821637426900585,4.055750704161219
LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN ,560,1555,1149,0.04333694474539545,0.36012861736334406,0.48738033072236725,4.050114876909602
CHARLOTTE BAG PINK POLKADOT,LUNCH BAG PINK POLKADOT,251,739,1085,0.019424237734096888,0.33964817320703655,0.2313364055299539,4.045100178968964
LUNCH BAG APPLE DESIGN,LUNCH BAG PINK POLKADOT,349,1029,1085,0.027008203064541093,0.3391642371234208,0.3216589861751152,4.039336656321516
JUMBO BAG APPLES,JUMBO BAG PINK POLKADOT,365,969,1206,0.028246401485838107,0.3766769865841073,0.30265339966832505,4.036003333863876
LUNCH BAG WOODLAND,ROUND SNACK BOXES SET OF4 WOODLAND ,226,1011,717,0.017489552700820307,0.22354104846686448,0.31520223152022314,4.028727236107145
LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT,555,1145,1555,0.04295000773874013,0.4847161572052402,0.35691318327974275,4.027975680647018
LUNCH BAG APPLE DESIGN,LUNCH BAG CARS BLUE,367,1029,1145,0.02840117628850023,0.3566569484936832,0.3205240174672489,4.0250839200308945
RED TOADSTOOL LED NIGHT LIGHT,WOODLAND CHARLOTTE BAG,209,814,827,0.01617396687819223,0.25675675675675674,0.25272067714631197,4.011863132782117
