CustomerID,TotalRevenue,TotalQuantity,InvoiceCount,FirstPurchaseDate,LastPurchaseDate,AverageOrderValue
12518,2056.89,1318,5,2011-08-21 13:18:00,2011-12-09 10:13:00,411.378
12519,330.84000000000003,175,1,2011-10-07 09:26:00,2011-10-07 09:26:00,330.84000000000003
12520,2634.26,1439,5,2011-03-11 11:35:00,2011-09-21 15:23:00,526.8520000000001
12521,599.68,309,1,2011-07-20 10:51:00,2011-07-20 10:51:00,599.68
12522,192.72,194,2,2011-10-19 14:41:00,2011-10-31 15:30:00,96.36
12523,1789.77,865,11,2011-01-12 09:43:00,2011-11-20 12:55:00,162.70636363636365
12524,4485.72,3699,8,2011-01-10 10:35:00,2011-11-30 15:31:00,560.715
12526,1316.66,632,3,2011-09-06 14:19:00,2011-12-09 12:09:00,438.8866666666667
12527,348.71000000000004,234,3,2011-01-18 12:05:00,2011-09-19 11:55:00,116.23666666666668
12528,1933.48,756,6,2011-01-31 09:05:00,2011-11-30 14:40:00,322.24666666666667
12530,1662.28,913,4,2011-01-07 10:04:00,2011-10-11 12:34:00,415.57
12531,125.22,45,1,2011-11-25 11:12:00,2011-11-25 11:12:00,125.22
12532,349.83000000000004,153,1,2011-11-09 13:47:00,2011-11-09 13:47:00,349.83000000000004
12534,1089.18,651,1,2011-08-01 10:26:00,2011-08-01 10:26:00,1089.18
12535,716.35,219,2,2011-06-06 12:47:00,2011-09-09 08:48:00,358.175
12536,12601.830000000002,2803,3,2011-10-11 14:52:00,2011-10-27 14:20:00,4200.610000000001
12538,363.95,191,1,2011-11-10 17:16:00,2011-11-10 17:16:00,363.95
12539,5568.35,2067,4,2011-01-10 09:11:00,2011-11-17 13:30:00,1392.0875
12540,13400.24,6685,17,2010-12-13 09:39:00,2011-11-20 11:31:00,788.2494117647059
12541,981.18,680,3,2011-03-04 09:32:00,2011-11-10 10:40:00,327.06
12544,372.7,136,1,2011-11-03 16:15:00,2011-11-03 16:15:00,372.7
12545,1000.39,523,2,2011-03-25 12:04:00,2011-09-25 13:39:00,500.195
12546,1161.5,633,2,2011-09-23 09:44:00,2011-10-24 12:09:00,580.75
12547,207.8,134,2,2011-03-04 12:46:00,2011-05-26 12:38:00,103.9
12548,95.19999999999999,49,1,2011-06-26 15:35:00,2011-06-26 15:35:00,95.19999999999999
12550,964.83,569,1,2011-09-21 14:35:00,2011-09-21 14:35:00,964.83
12551,168.0,100,1,2010-12-17 11:23:00,2010-12-17 11:23:00,168.0
12552,437.82,88,2,2011-10-31 12:11:00,2011-11-01 10:02:00,218.91
12553,3692.28,1965,10,2011-01-14 10:42:00,2011-12-01 16:38:00,369.228
12556,599.56,355,2,2011-07-11 13:35:00,2011-10-20 13:06:00,299.78
12557,11990.960000000001,4384,5,2010-12-03 12:20:00,2011-11-23 16:59:00,2398.192
12558,269.96,196,1,2011-12-02 10:41:00,2011-12-02 10:41:00,269.96
12559,561.71,283,2,2011-01-24 10:12:00,2011-02-02 09:49:00,280.855
12560,2134.01,1110,3,2011-07-19 15:55:00,2011-12-04 13:54:00,711.3366666666667
12561,238.85,177,1,2011-02-10 11:39:00,2011-02-10 11:39:00,238.85
12562,3781.7400000000002,1779,7,2011-05-25 12:44:00,2011-12-01 17:20:00,540.2485714285715
12564,456.90000000000003,133,1,2011-03-23 14:55:00,2011-03-23 14:55:00,456.90000000000003
12565,145.92000000000002,80,1,2011-02-24 10:34:00,2011-02-24 10:34:00,145.92000000000002
12566,351.65,265,1,2011-09-14 14:30:00,2011-09-14 14:30:00,351.65
12567,9401.28,4305,10,2010-12-05 11:57:00,2011-11-17 11:02:00,940.128
12569,4124.6900000000005,1801,32,2011-04-01 13:47:00,2011-12-07 16:24:00,128.89656250000002
12571,519.61,523,2,2011-08-10 12:35:00,2011-10-31 10:19:00,259.805
12572,1020.4200000000001,452,2,2011-10-19 08:20:00,2011-12-01 09:20:00,510.21000000000004
12573,160.54000000000002,84,1,2011-04-26 15:52:00,2011-04-26 15:52:00,160.54000000000002
12574,218.45000000000002,61,1,2011-01-28 09:20:00,2011-01-28 09:20:00,218.45000000000002
12576,1315.83,967,5,2011-02-08 11:31:00,2011-11-04 10:11:00,263.166
12577,626.6,469,3,2010-12-15 16:21:00,2011-11-04 13:24:00,208.86666666666667
12578,2794.51,1196,2,2011-01-13 15:34:00,2011-11-18 13:30:00,1397.255
12579,440.42,285,1,2011-09-22 17:15:00,2011-09-22 17:15:00,440.42
12580,415.7,238,1,2011-04-07 10:24:00,2011-04-07 10:24:00,415.7
12581,197.71,161,1,2011-10-31 08:56:00,2011-10-31 08:56:00,197.71
12582,511.36,300,2,2011-02-24 11:42:00,2011-04-15 08:45:00,255.68
12583,7281.38,5060,15,2010-12-01 08:45:00,2011-12-07 08:07:00,485.42533333333336
12584,2338.15,416,9,2011-03-04 15:15:00,2011-12-06 09:35:00,259.7944444444445
12585,2040.1,1279,2,2010-12-23 12:58:00,2011-04-19 13:39:00,1020.05
12586,196.94000000000003,79,1,2011-11-22 16:24:00,2011-11-22 16:24:00,196.94000000000003
12587,144.0,51,1,2011-12-02 12:47:00,2011-12-02 12:47:00,144.0
12588,214.89999999999998,53,1,2011-10-31 15:01:00,2011-10-31 15:01:00,214.89999999999998
12589,646.68,306,2,2011-07-18 12:05:00,2011-11-11 10:19:00,323.34
12590,9864.26,4283,2,2011-05-12 14:46:00,2011-05-12 14:52:00,4932.13
12591,452.84999999999997,228,1,2011-01-26 14:35:00,2011-01-26 14:35:00,452.84999999999997
12592,437.6,290,2,2011-05-10 13:44:00,2011-09-08 15:04:00,218.8
12593,418.1,206,3,2011-05-05 09:29:00,2011-08-23 12:43:00,139.36666666666667
12594,3338.2200000000003,1777,10,2011-01-21 09:52:00,2011-11-02 12:20:00,333.822
12596,618.27,474,2,2011-04-11 13:22:00,2011-10-19 13:02:00,309.135
12597,3811.22,2236,4,2011-03-16 14:00:00,2011-11-20 13:33:00,952.805
12598,3023.08,1964,8,2011-02-28 11:58:00,2011-11-30 12:18:00,377.885
12599,1032.58,956,7,2011-02-08 13:28:00,2011-11-10 13:34:00,147.51142857142855
12600,2599.04,774,10,2010-12-03 12:57:00,2011-11-11 10:29:00,259.904
12601,577.0600000000001,245,5,2011-01-11 10:38:00,2011-06-03 10:17:00,115.412
12602,153.12,162,1,2011-10-12 11:22:00,2011-10-12 11:22:00,153.12
12603,739.1999999999999,63,1,2011-11-18 10:42:00,2011-11-18 10:42:00,739.1999999999999
12604,254.18,201,2,2011-03-23 12:06:00,2011-09-21 14:08:00,127.09
12607,1579.51,1228,1,2011-10-10 16:06:00,2011-10-10 16:06:00,1579.51
12609,1126.85,648,3,2011-01-25 15:13:00,2011-09-22 16:34:00,375.6166666666666
12610,2099.54,1049,5,2011-08-05 13:52:00,2011-11-17 09:34:00,419.908
12611,1193.32,846,1,2011-10-18 13:12:00,2011-10-18 13:12:00,1193.32
12612,704.04,262,1,2011-09-26 15:35:00,2011-09-26 15:35:00,704.04
12613,3344.38,1644,5,2011-03-22 15:42:00,2011-10-13 14:59:00,668.876
12614,315.6,76,1,2011-03-07 10:22:00,2011-03-07 10:22:00,315.6
12615,2291.19,1376,4,2011-06-24 13:35:00,2011-12-07 15:02:00,572.7975
12616,713.3,284,2,2011-02-15 14:17:00,2011-09-05 15:17:00,356.65
12617,352.98,210,1,2011-11-10 14:39:00,2011-11-10 14:39:00,352.98
12618,177.31,96,1,2011-11-18 11:10:00,2011-11-18 11:10:00,177.31
12619,3641.24,3378,9,2011-03-31 13:10:00,2011-11-23 14:52:00,404.5822222222222
12620,1339.41,1181,3,2011-05-19 12:10:00,2011-11-25 10:20:00,446.47
12621,13689.67,7440,20,2010-12-09 10:16:00,2011-12-08 11:25:00,684.4835
12622,180.1,69,1,2011-04-21 16:39:00,2011-04-21 16:39:00,180.1
12623,305.1,191,1,2011-03-08 13:50:00,2011-03-08 13:50:00,305.1
12624,641.13,355,2,2011-06-15 12:34:00,2011-08-25 15:04:00,320.565
12625,2683.82,1612,2,2011-01-24 13:27:00,2011-05-12 09:54:00,1341.91
12626,6620.4800000000005,3453,9,2011-01-17 11:01:00,2011-11-16 16:06:00,735.6088888888889
12627,4478.53,2752,7,2011-07-22 13:59:00,2011-11-29 12:07:00,639.79
12628,786.46,448,3,2011-10-06 09:28:00,2011-12-05 13:15:00,262.15333333333336
12630,1270.88,548,2,2011-10-27 10:41:00,2011-11-30 10:48:00,635.44
12631,640.5,236,1,2011-10-13 13:53:00,2011-10-13 13:53:00,640.5
12633,2163.98,1162,4,2011-02-25 08:44:00,2011-10-12 11:40:00,540.995
12635,1689.18,1172,2,2011-07-08 08:43:00,2011-09-11 11:04:00,844.59
12637,6002.9,2994,8,2011-01-20 10:47:00,2011-10-03 13:46:00,750.3625
12638,671.69,577,1,2011-11-06 13:11:00,2011-11-06 13:11:00,671.69
12639,486.1,201,1,2011-04-15 12:48:00,2011-04-15 12:48:00,486.1
12640,1174.58,311,3,2011-09-19 12:01:00,2011-11-16 11:52:00,391.52666666666664
12641,185.9,72,1,2011-08-16 13:26:00,2011-08-16 13:26:00,185.9
12642,1013.26,552,3,2011-08-24 09:23:00,2011-11-14 15:03:00,337.75333333333333
12643,3344.64,1808,6,2011-01-11 11:48:00,2011-08-03 12:56:00,557.4399999999999
12644,477.90999999999997,325,1,2011-08-02 10:33:00,2011-08-02 10:33:00,477.90999999999997
12645,1775.18,1084,4,2011-01-27 13:08:00,2011-11-06 12:38:00,443.795
12646,1346.97,897,2,2011-10-21 12:52:00,2011-12-05 10:14:00,673.485
12647,3722.82,1431,12,2010-12-05 14:02:00,2011-11-17 12:56:00,310.235
12648,318.05,160,1,2011-07-08 11:55:00,2011-07-08 11:55:00,318.05
12649,623.51,586,3,2011-05-11 14:37:00,2011-08-24 14:41:00,207.83666666666667
12650,314.44,254,1,2011-12-06 16:34:00,2011-12-06 16:34:00,314.44
12651,114.0,78,1,2011-01-09 12:46:00,2011-01-09 12:46:00,114.0
12652,919.98,505,1,2011-01-12 15:00:00,2011-01-12 15:00:00,919.98
12653,2209.85,919,2,2011-02-16 10:53:00,2011-07-14 10:41:00,1104.925
12654,601.98,264,5,2011-02-17 13:16:00,2011-11-29 10:10:00,120.396
12656,4051.17,1723,5,2011-04-20 09:20:00,2011-11-22 13:42:00,810.234
12657,1643.18,1044,4,2011-09-22 11:40:00,2011-11-28 15:47:00,410.795
12658,686.05,320,1,2011-11-21 10:22:00,2011-11-21 10:22:00,686.05
12659,91.68,105,1,2011-11-10 11:53:00,2011-11-10 11:53:00,91.68
12660,245.10000000000002,127,1,2011-11-28 13:26:00,2011-11-28 13:26:00,245.10000000000002
12662,3849.78,2058,11,2010-12-01 13:04:00,2011-12-09 11:59:00,349.98
12664,4881.88,1203,9,2011-01-21 11:42:00,2011-12-01 17:07:00,542.4311111111111
12665,63.0,37,1,2011-01-19 08:34:00,2011-01-19 08:34:00,63.0
12667,620.13,395,1,2011-10-12 17:00:00,2011-10-12 17:00:00,620.13
12668,3807.15,1634,4,2010-12-19 12:46:00,2011-11-28 10:56:00,951.7875
12669,2744.0299999999997,1115,3,2011-03-28 10:15:00,2011-07-12 09:54:00,914.6766666666666
12670,2996.05,1397,5,2011-04-21 10:16:00,2011-11-29 15:23:00,599.21
12672,225.9,78,1,2011-01-14 09:20:00,2011-01-14 09:20:00,225.9
12673,610.52,351,2,2011-01-17 11:46:00,2011-12-04 13:55:00,305.26
12674,1970.6,1133,4,2011-05-16 09:10:00,2011-11-01 12:12:00,492.65
12676,1331.39,670,6,2011-02-01 15:41:00,2011-11-15 12:25:00,221.89833333333334
12678,17628.46,10923,12,2010-12-21 11:00:00,2011-10-28 13:04:00,1469.0383333333332
12679,1113.02,554,4,2011-03-01 12:26:00,2011-10-12 12:30:00,278.255
12680,862.81,443,4,2011-08-18 15:44:00,2011-12-09 12:50:00,215.7025
12681,13787.54,7536,22,2010-12-07 10:08:00,2011-11-25 11:33:00,626.7063636363637
12682,12279.82,5555,31,2010-12-03 13:59:00,2011-12-06 10:00:00,396.1232258064516
12683,8476.57,4987,15,2010-12-09 10:37:00,2011-12-05 16:31:00,565.1046666666666
12684,2283.63,1985,7,2011-05-10 12:55:00,2011-12-02 09:53:00,326.23285714285714
12685,2863.08,1523,6,2011-09-07 10:28:00,2011-11-11 13:46:00,477.18
12686,89.14,107,1,2010-12-03 09:51:00,2010-12-03 09:51:00,89.14
12688,4873.81,3028,1,2011-08-18 08:49:00,2011-08-18 08:49:00,4873.81
12689,1247.6100000000001,628,2,2011-08-04 10:04:00,2011-11-14 08:31:00,623.8050000000001
12690,389.01,106,1,2011-05-18 09:09:00,2011-05-18 09:09:00,389.01
12691,1035.8,394,6,2010-12-17 14:46:00,2011-11-11 16:49:00,172.63333333333333
12693,855.91,255,4,2011-01-24 12:58:00,2011-08-04 17:51:00,213.9775
12694,869.67,509,2,2011-06-09 17:48:00,2011-09-30 13:06:00,434.835
12695,582.1,220,4,2011-05-13 13:15:00,2011-12-02 13:22:00,145.525
12697,957.59,508,3,2011-06-23 15:44:00,2011-11-11 08:47:00,319.19666666666666
12700,4939.99,2967,4,2011-05-08 16:10:00,2011-12-02 10:47:00,1234.9975
12701,797.71,678,2,2011-04-11 13:02:00,2011-09-21 10:47:00,398.855
12702,219.0,53,1,2011-11-20 10:36:00,2011-11-20 10:36:00,219.0
12703,283.55,164,1,2011-09-29 17:52:00,2011-09-29 17:52:00,283.55
12704,2340.84,1006,8,2011-06-23 10:20:00,2011-12-02 13:15:00,292.605
12705,6868.29,3997,9,2010-12-17 15:58:00,2011-11-24 13:17:00,763.1433333333333
12707,603.42,256,1,2011-02-21 08:38:00,2011-02-21 08:38:00,603.42
12708,2712.91,1307,10,2010-12-06 10:43:00,2011-11-10 09:52:00,271.291
12709,9706.52,3912,15,2010-12-08 09:49:00,2011-11-24 15:38:00,647.1013333333334
12710,1149.02,851,3,2011-05-22 14:05:00,2011-09-04 12:00:00,383.00666666666666
12712,4396.13,1062,13,2010-12-03 14:30:00,2011-11-11 08:19:00,338.1638461538462
12713,848.55,508,1,2011-12-09 12:16:00,2011-12-09 12:16:00,848.55
12714,4708.86,3069,5,2011-02-18 10:53:00,2011-11-30 15:43:00,941.7719999999999
12715,343.36,192,1,2011-08-25 15:22:00,2011-08-25 15:22:00,343.36
12716,1053.49,708,2,2011-07-29 13:28:00,2011-12-06 08:55:00,526.745
12717,1030.98,506,2,2011-04-08 10:32:00,2011-07-11 14:47:00,515.49
12718,238.25,203,1,2011-09-29 16:38:00,2011-09-29 16:38:00,238.25
12719,644.95,374,2,2011-10-05 14:50:00,2011-12-04 13:45:00,322.475
12720,5781.7300000000005,4672,25,2010-12-05 15:21:00,2011-12-07 08:03:00,231.2692
12721,2656.13,1959,6,2010-12-20 11:38:00,2011-11-08 12:13:00,442.68833333333333
12722,997.63,566,4,2011-07-12 11:55:00,2011-09-15 14:50:00,249.4075
12723,725.07,434,5,2011-10-05 15:52:00,2011-12-06 10:19:00,145.014
12724,1031.41,445,4,2011-01-11 15:00:00,2011-12-04 16:02:00,257.8525
12725,427.8,164,1,2010-12-03 15:45:00,2010-12-03 15:45:00,427.8
12726,2609.1,3143,7,2010-12-17 12:56:00,2011-11-11 13:35:00,372.7285714285714
12727,3980.7000000000003,2098,7,2011-01-23 15:17:00,2011-11-29 11:46:00,568.6714285714286
12728,836.33,419,4,2011-01-11 13:31:00,2011-09-29 15:31:00,209.0825
12729,453.01,233,1,2011-08-18 11:40:00,2011-08-18 11:40:00,453.01
12731,18895.91,8437,12,2010-12-10 10:56:00,2011-11-16 11:59:00,1574.6591666666666
