ProductA,ProductB,PairCount,ProductACount,ProductBCount,PairSupport,Confidence_A_to_B,Confidence_B_to_A,Lift
JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI,515,1206,1180,0.0398545116854976,0.42703150912106136,0.4364406779661017,4.676356915985046
LUNCH BAG  BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN ,512,1259,1149,0.039622349481504414,0.40667196187450355,0.4456048738033072,4.573555344945462
GREEN REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,509,1007,1851,0.03939018727751122,0.5054617676266137,0.2749864937871421,3.5286747494711523
CHARLOTTE BAG SUKI DESIGN,RED RETROSPOT CHARLOTTE BAG,507,869,1028,0.039235412474849095,0.5834292289988493,0.49319066147859925,7.333728110041956
RED RETROSPOT CHARLOTTE BAG,WOODLAND CHARLOTTE BAG,505,1028,827,0.03908063767218697,0.4912451361867704,0.6106408706166868,7.675779503996914
JUMBO BAG VINTAGE DOILY ,LUNCH BAG VINTAGE DOILY ,504,1211,1089,0.0390032502708559,0.4161849710982659,0.4628099173553719,4.938422586346916
LUNCH BAG CARS BLUE,LUNCH BAG PINK POLKADOT,502,1145,1085,0.038848475468193776,0.43842794759825326,0.4626728110599078,5.221535427525003
RED HANGING HEART T-LIGHT HOLDER,WHITE HANGING HEART T-LIGHT HOLDER,497,724,2142,0.038461538461538464,0.68646408839779,0.23202614379084968,4.141217997327845
HEART OF WICKER LARGE,HEART OF WICKER SMALL,493,899,1152,0.03815198885621421,0.5483870967741935,0.4279513888888889,6.151265681003584
LUNCH BAG APPLE DESIGN,LUNCH BAG RED RETROSPOT,487,1029,1555,0.037687664448227826,0.47327502429543244,0.3131832797427653,3.9329002340486032
RED RETROSPOT CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG,486,1028,720,0.03761027704689676,0.4727626459143969,0.675,8.48477626459144
LUNCH BAG CARS BLUE,LUNCH BAG SPACEBOY DESIGN ,483,1145,1149,0.03737811484290358,0.4218340611353712,0.42036553524804177,4.744072879017639
PARTY BUNTING,SPOTTY BUNTING,483,1580,1095,0.03737811484290358,0.3056962025316456,0.4410958904109589,3.6074943644876023
LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG WOODLAND,479,1149,1011,0.03706856523757932,0.41688424717145345,0.47378832838773494,5.328366213599922
JAM MAKING SET PRINTED,JAM MAKING SET WITH JARS,472,1121,1104,0.03652685342826188,0.42105263157894735,0.427536231884058,4.928299008390542
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED ,470,774,1038,0.036372078625599755,0.6072351421188631,0.4527938342967245,7.559434013930588
LUNCH BAG PINK POLKADOT,LUNCH BAG SUKI DESIGN ,468,1085,1279,0.03621730382293763,0.4313364055299539,0.36591086786551996,4.3578804005145155
JUMBO BAG PINK POLKADOT,JUMBO SHOPPER VINTAGE RED PAISLEY,468,1206,1168,0.03621730382293763,0.3880597014925373,0.4006849315068493,4.2932426906563075
LUNCH BAG RED RETROSPOT,LUNCH BAG VINTAGE DOILY ,462,1555,1089,0.035752979414951244,0.29710610932475884,0.42424242424242425,3.5254409042190393
CHARLOTTE BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG,456,869,827,0.03528865500696487,0.5247410817031071,0.5513905683192262,8.19915871555931
60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,453,821,1293,0.03505649280297168,0.5517661388550548,0.3503480278422274,5.5142475222621945
LUNCH BAG APPLE DESIGN,LUNCH BAG SUKI DESIGN ,449,1029,1279,0.03474694319764742,0.4363459669582119,0.35105551211884284,4.408493029737305
LUNCH BAG SUKI DESIGN ,LUNCH BAG WOODLAND,449,1279,1011,0.03474694319764742,0.35105551211884284,0.44411473788328387,4.486982519880996
JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SUKI,449,858,1180,0.03474694319764742,0.5233100233100233,0.3805084745762712,5.730688238315357
LUNCH BAG CARS BLUE,LUNCH BAG WOODLAND,448,1145,1011,0.03466955579631636,0.39126637554585153,0.4431256181998022,5.000933832644405
JUMBO BAG RED RETROSPOT,WHITE HANGING HEART T-LIGHT HOLDER,448,2054,2142,0.03466955579631636,0.2181110029211295,0.20915032679738563,1.3157938280797552
LUNCH BAG  BLACK SKULL.,LUNCH BAG WOODLAND,444,1259,1011,0.03436000619099211,0.3526608419380461,0.4391691394658754,4.507500889736332
LUNCH BAG APPLE DESIGN,LUNCH BAG VINTAGE DOILY ,441,1029,1089,0.03412784398699892,0.42857142857142855,0.4049586776859504,5.085399449035814
PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,430,853,1293,0.03327658257235722,0.5041031652989449,0.3325599381283836,5.037912685222712
JUMBO BAG RED RETROSPOT,JUMBO BAG SPACEBOY DESIGN,429,2054,684,0.03319919517102616,0.2088607594936709,0.6271929824561403,3.945758383300023
JUMBO BAG PINK POLKADOT,JUMBO BAG WOODLAND ANIMALS,429,1206,858,0.03319919517102616,0.35572139303482586,0.5,5.3573797678275294
LUNCH BAG PINK POLKADOT,LUNCH BAG SPACEBOY DESIGN ,428,1085,1149,0.033121807769695095,0.39447004608294933,0.37249782419495214,4.436328925573431
JUMBO BAG APPLES,JUMBO BAG VINTAGE DOILY ,427,969,1211,0.03304442036836403,0.4406604747162023,0.35260115606936415,4.702076510555545
JUMBO BAG RED RETROSPOT,RED RETROSPOT CHARLOTTE BAG,425,2054,1028,0.032889645565701904,0.20691333982473223,0.41342412451361865,2.6009087326996014
JUMBO BAG RED RETROSPOT,JUMBO BAG VINTAGE LEAF,425,2054,873,0.032889645565701904,0.20691333982473223,0.4868270332187858,3.0626966520219816
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO STORAGE BAG SUKI,422,923,1180,0.03265748336170871,0.457204767063922,0.3576271186440678,5.0067796610169495
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO SHOPPER VINTAGE RED PAISLEY,421,923,1168,0.03258009596037765,0.4561213434452871,0.3604452054794521,5.046232876712329
ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE PINK,418,965,774,0.03234793375638446,0.43316062176165804,0.5400516795865633,7.231655755044113
NATURAL SLATE HEART CHALKBOARD ,WHITE HANGING HEART T-LIGHT HOLDER,417,1200,2142,0.0322705463550534,0.3475,0.19467787114845939,2.096356209150327
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO SHOPPER VINTAGE RED PAISLEY,417,864,1168,0.0322705463550534,0.4826388888888889,0.3570205479452055,5.3396059265601235
CHARLOTTE BAG SUKI DESIGN,STRAWBERRY CHARLOTTE BAG,415,869,720,0.03211577155239127,0.47756041426927504,0.5763888888888888,8.570882879427185
LUNCH BAG  BLACK SKULL.,LUNCH BAG APPLE DESIGN,415,1259,1029,0.03211577155239127,0.329626687847498,0.4033041788143829,4.1393936446699415
JUMBO BAG RED RETROSPOT,RECYCLING BAG RETROSPOT ,415,2054,732,0.03211577155239127,0.2020447906523856,0.5669398907103825,3.5666977934564574
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG PINK POLKADOT,414,923,1206,0.03203838415106021,0.4485373781148429,0.34328358208955223,4.805970149253732
JUMBO BAG RED RETROSPOT,JUMBO STORAGE BAG SKULLS,414,2054,698,0.03203838415106021,0.20155793573515093,0.5931232091690545,3.7314206956584823
JUMBO BAG ALPHABET,JUMBO BAG RED RETROSPOT,414,899,2054,0.03203838415106021,0.46051167964404893,0.20155793573515093,2.8971430985201563
SET OF 3 CAKE TINS PANTRY DESIGN ,SET OF 6 SPICE TINS PANTRY DESIGN,410,1340,804,0.031728834545735954,0.30597014925373134,0.5099502487562189,4.917594861513329
CHARLOTTE BAG PINK POLKADOT,CHARLOTTE BAG SUKI DESIGN,410,739,869,0.031728834545735954,0.5548037889039242,0.4718066743383199,8.24991318782107
WHITE HANGING HEART T-LIGHT HOLDER,WOODEN PICTURE FRAME WHITE FINISH,408,2142,1084,0.031574059743073826,0.19047619047619047,0.3763837638376384,2.27060270602706
STRAWBERRY CHARLOTTE BAG,WOODLAND CHARLOTTE BAG,406,720,827,0.0314192849404117,0.5638888888888889,0.4909310761789601,8.810849119978503
JUMBO BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN ,405,2054,1279,0.031341897539080635,0.19717624148003896,0.3166536356528538,1.9921121129046626
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO SHOPPER VINTAGE RED PAISLEY,402,797,1168,0.031109735335087447,0.5043914680050188,0.3441780821917808,5.580262456815799
JUMBO BAG RED RETROSPOT,POPCORN HOLDER,400,2054,1324,0.030954960532425323,0.19474196689386564,0.3021148036253776,1.9006462962254773
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,399,864,797,0.03087757313109426,0.4618055555555556,0.5006273525721455,7.487391955945908
LUNCH BAG PINK POLKADOT,LUNCH BAG WOODLAND,396,1085,1011,0.030645410927101067,0.3649769585253456,0.3916913946587537,4.664918158322964
PARTY BUNTING,REGENCY CAKESTAND 3 TIER,395,1580,1851,0.030568023525770004,0.25,0.21339816315505133,1.74527282549973
CHARLOTTE BAG PINK POLKADOT,WOODLAND CHARLOTTE BAG,395,739,827,0.030568023525770004,0.5345060893098782,0.47762998790810157,8.35173843538361
HEART OF WICKER SMALL,WHITE HANGING HEART T-LIGHT HOLDER,394,1152,2142,0.03049063612443894,0.3420138888888889,0.1839402427637722,2.063260257806826
RECIPE BOX PANTRY YELLOW DESIGN,SET OF 3 CAKE TINS PANTRY DESIGN ,394,1088,1340,0.03049063612443894,0.36213235294117646,0.29402985074626864,3.4921449736611065
LUNCH BAG RED RETROSPOT,RED RETROSPOT CHARLOTTE BAG,394,1555,1028,0.03049063612443894,0.25337620578778136,0.3832684824902724,3.1849487657487456
LUNCH BAG APPLE DESIGN,LUNCH BAG SPACEBOY DESIGN ,393,1029,1149,0.03041324872310788,0.3819241982507289,0.34203655352480417,4.295234542903324
PINK REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,392,755,1851,0.030335861321776816,0.519205298013245,0.21177741761210156,3.6246195899120224
JUMBO BAG ALPHABET,JUMBO BAG APPLES,391,899,969,0.030258473920445752,0.43492769744160176,0.40350877192982454,5.799933649474075
JUMBO BAG WOODLAND ANIMALS,JUMBO SHOPPER VINTAGE RED PAISLEY,390,858,1168,0.030181086519114688,0.45454545454545453,0.3339041095890411,5.028798256537982
PARTY BUNTING,WHITE HANGING HEART T-LIGHT HOLDER,390,1580,2142,0.030181086519114688,0.2468354430379747,0.18207282913165265,1.489079175974187
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG SPACEBOY DESIGN ,388,678,1149,0.03002631171645256,0.5722713864306784,0.33768494342906874,6.435936340693845
JUMBO BAG PINK POLKADOT,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,382,1206,797,0.02956198730846618,0.3167495854063018,0.479297365119197,5.135556013325259
JAM MAKING SET WITH JARS,SET OF 3 CAKE TINS PANTRY DESIGN ,380,1104,1340,0.029407212505804053,0.3442028985507246,0.2835820895522388,3.319246160501838
JUMBO BAG PINK POLKADOT,JUMBO BAG PINK VINTAGE PAISLEY,379,1206,864,0.029329825104472993,0.3142620232172471,0.4386574074074074,4.700108638904245
CHARLOTTE BAG PINK POLKADOT,STRAWBERRY CHARLOTTE BAG,379,739,720,0.029329825104472993,0.5128552097428958,0.5263888888888889,9.20432641708014
JUMBO BAG APPLES,JUMBO STORAGE BAG SUKI,376,969,1180,0.0290976629004798,0.38802889576883387,0.31864406779661014,4.249245246715992
JUMBO BAG RED RETROSPOT,LUNCH BAG  BLACK SKULL.,376,2054,1259,0.0290976629004798,0.1830574488802337,0.29864972200158857,1.8788469852505003
LUNCH BAG  BLACK SKULL.,LUNCH BAG VINTAGE DOILY ,375,1259,1089,0.029020275499148738,0.2978554408260524,0.3443526170798898,3.534332420894628
LUNCH BAG ALPHABET DESIGN,LUNCH BAG APPLE DESIGN,373,733,1029,0.028865500696486614,0.5088676671214188,0.3624878522837707,6.390270159905709
JUMBO BAG ALPHABET,JUMBO BAG VINTAGE DOILY ,370,899,1211,0.028633338492493422,0.41156840934371525,0.305532617671346,4.391649038430626
LUNCH BAG APPLE DESIGN,LUNCH BAG WOODLAND,369,1029,1011,0.02855595109116236,0.358600583090379,0.3649851632047478,4.583419124326289
LUNCH BAG APPLE DESIGN,LUNCH BAG CARS BLUE,367,1029,1145,0.02840117628850023,0.3566569484936832,0.3205240174672489,4.0250839200308945
JUMBO STORAGE BAG SKULLS,JUMBO STORAGE BAG SUKI,367,698,1180,0.02840117628850023,0.5257879656160458,0.31101694915254235,5.75782380651741
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO STORAGE BAG SUKI,366,864,1180,0.02832378888716917,0.4236111111111111,0.3101694915254237,4.638900659133711
LUNCH BAG SUKI DESIGN ,LUNCH BAG VINTAGE DOILY ,366,1279,1089,0.02832378888716917,0.2861610633307271,0.33608815426997246,3.3955677321943587
JUMBO BAG APPLES,LUNCH BAG APPLE DESIGN,365,969,1029,0.028246401485838107,0.3766769865841073,0.35471331389698735,4.730242974382736
JUMBO BAG APPLES,JUMBO BAG PINK POLKADOT,365,969,1206,0.028246401485838107,0.3766769865841073,0.30265339966832505,4.036003333863876
JUMBO BAG APPLES,JUMBO BAG VINTAGE LEAF,364,969,873,0.028169014084507043,0.37564499484004127,0.41695303550973656,5.560234390977105
JUMBO STORAGE BAG SUKI,LUNCH BAG SUKI DESIGN ,364,1180,1279,0.028169014084507043,0.30847457627118646,0.2845973416731822,3.116582075509204
JUMBO BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT,363,2054,1085,0.02809162668317598,0.17672833495618306,0.3345622119815668,2.104777460187832
HEART OF WICKER LARGE,WHITE HANGING HEART T-LIGHT HOLDER,359,899,2142,0.027782077077851727,0.39933259176863184,0.1676003734827264,2.4090456353101124
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG RED RETROSPOT,358,678,1555,0.027704689676520663,0.528023598820059,0.2302250803858521,4.387859127943925
PACK OF 72 RETROSPOT CAKE CASES,REGENCY CAKESTAND 3 TIER,357,1293,1851,0.0276273022751896,0.27610208816705334,0.19286871961102106,1.9274938861667552
REGENCY CAKESTAND 3 TIER,WHITE HANGING HEART T-LIGHT HOLDER,356,1851,2142,0.027549914873858536,0.19232847109670448,0.16619981325863678,1.160256070733714
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO STORAGE BAG SUKI,356,797,1180,0.027549914873858536,0.4466750313676286,0.3016949152542373,4.89147013163771
60 TEATIME FAIRY CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,354,821,853,0.027395140071196408,0.43118148599269185,0.41500586166471276,6.531919298942044
LUNCH BAG  BLACK SKULL.,RED RETROSPOT CHARLOTTE BAG,352,1259,1028,0.027240365268534284,0.2795869737887212,0.3424124513618677,3.514419139394801
LUNCH BAG APPLE DESIGN,LUNCH BAG PINK POLKADOT,349,1029,1085,0.027008203064541093,0.3391642371234208,0.3216589861751152,4.039336656321516
JUMBO BAG PINK POLKADOT,JUMBO BAG STRAWBERRY,348,1206,818,0.02693081566321003,0.2885572139303483,0.4254278728606357,4.558357357466944
JAM MAKING SET PRINTED,SET OF 3 CAKE TINS PANTRY DESIGN ,347,1121,1340,0.026853428261878965,0.3095450490633363,0.258955223880597,2.9850306895495757
LUNCH BAG RED RETROSPOT,PACK OF 72 RETROSPOT CAKE CASES,346,1555,1293,0.0267760408605479,0.222508038585209,0.2675947409126063,2.2237036926512532
CHARLOTTE BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,345,869,1555,0.02669865345921684,0.3970080552359033,0.22186495176848875,3.2991241734780345
JUMBO BAG SPACEBOY DESIGN,JUMBO STORAGE BAG SUKI,345,684,1180,0.02669865345921684,0.5043859649122807,0.2923728813559322,5.52345376152245
LUNCH BAG PINK POLKADOT,LUNCH BAG VINTAGE DOILY ,343,1085,1089,0.026543878656554713,0.3161290322580645,0.3149678604224059,3.751165615095234
LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG VINTAGE DOILY ,343,1149,1089,0.026543878656554713,0.29852045256744997,0.3149678604224059,3.542223405029007
JUMBO STORAGE BAG SUKI,LUNCH BAG RED RETROSPOT,342,1180,1555,0.02646649125522365,0.28983050847457625,0.21993569131832796,2.4084822061147744
WHITE HANGING HEART T-LIGHT HOLDER,WOODEN FRAME ANTIQUE WHITE ,341,2142,943,0.026389103853892586,0.1591970121381886,0.3616118769883351,2.1814886435309364
JUMBO BAG PINK POLKADOT,JUMBO BAG SPACEBOY DESIGN,339,1206,684,0.026234329051230458,0.2810945273631841,0.4956140350877193,5.3103852084606205
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG SUKI DESIGN ,338,678,1279,0.026156941649899398,0.49852507374631266,0.2642689601250977,5.036701331469784
LUNCH BAG RED RETROSPOT,WHITE HANGING HEART T-LIGHT HOLDER,335,1555,2142,0.025924779445906206,0.21543408360128619,0.15639589169000934,1.2996448311371709
JAM MAKING SET WITH JARS,RECIPE BOX PANTRY YELLOW DESIGN,335,1104,1088,0.025924779445906206,0.30344202898550726,0.3079044117647059,3.6039318920502983
CHARLOTTE BAG SUKI DESIGN,LUNCH BAG SUKI DESIGN ,334,869,1279,0.025847392044575142,0.38434982738780205,0.2611415168100078,3.8831653397225794
JUMBO BAG APPLES,JUMBO SHOPPER VINTAGE RED PAISLEY,333,969,1168,0.02577000464324408,0.34365325077399383,0.2851027397260274,3.8019583103609143
JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SKULLS,331,1206,698,0.025615229840581955,0.2744610281923715,0.47421203438395415,5.081067917337857
JUMBO BAG RED RETROSPOT,PACK OF 72 RETROSPOT CAKE CASES,330,2054,1293,0.02553784243925089,0.16066212268743915,0.2552204176334107,1.6056271843519634
JAM MAKING SET PRINTED,RECIPE BOX PANTRY YELLOW DESIGN,330,1121,1088,0.02553784243925089,0.2943800178412132,0.30330882352941174,3.4963038516030855
COOK WITH WINE METAL SIGN ,GIN + TONIC DIET METAL SIGN,328,693,783,0.025383067636588763,0.4733044733044733,0.41890166028097064,7.8110349987744625
JUMBO BAG RED RETROSPOT,PARTY BUNTING,328,2054,1580,0.025383067636588763,0.1596884128529698,0.20759493670886076,1.3060086524595418
SET OF 3 CAKE TINS PANTRY DESIGN ,WHITE HANGING HEART T-LIGHT HOLDER,325,1340,2142,0.025150905432595575,0.24253731343283583,0.15172735760971054,1.4631499365915521
JUMBO BAG RED RETROSPOT,LUNCH BAG CARS BLUE,325,2054,1145,0.025150905432595575,0.15822784810126583,0.2838427947598253,1.7856945442485217
CHARLOTTE BAG SUKI DESIGN,JUMBO BAG RED RETROSPOT,324,869,2054,0.02507351803126451,0.37284234752589185,0.15774099318403115,2.3456031230426366
ASSORTED COLOUR BIRD ORNAMENT,WHITE HANGING HEART T-LIGHT HOLDER,324,1358,2142,0.02507351803126451,0.23858615611192932,0.15126050420168066,1.439313869877848
JUMBO BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,323,1206,1555,0.024996130629933448,0.2678275290215589,0.2077170418006431,2.225638154351501
JUMBO BAG VINTAGE DOILY ,LUNCH BAG RED RETROSPOT,323,1211,1555,0.024996130629933448,0.2667217175887696,0.2077170418006431,2.21644889690166
JUMBO BAG PINK POLKADOT,JUMBO BAG VINTAGE DOILY ,321,1206,1211,0.02484135582727132,0.26616915422885573,0.26507018992568127,2.8401633451240906
LUNCH BAG ALPHABET DESIGN,LUNCH BAG SUKI DESIGN ,320,733,1279,0.024763968425940256,0.43656207366984995,0.2501954652071931,4.410676400282878
LUNCH BAG SUKI DESIGN ,RED RETROSPOT CHARLOTTE BAG,320,1279,1028,0.024763968425940256,0.2501954652071931,0.311284046692607,3.144966732886527
POPCORN HOLDER,WHITE HANGING HEART T-LIGHT HOLDER,320,1324,2142,0.024763968425940256,0.24169184290030213,0.14939309056956115,1.4580494836403846
PACK OF 72 RETROSPOT CAKE CASES,RED RETROSPOT CHARLOTTE BAG,320,1293,1028,0.024763968425940256,0.24748646558391338,0.311284046692607,3.110914502213355
LUNCH BAG RED RETROSPOT,PARTY BUNTING,319,1555,1580,0.024686581024609192,0.20514469453376205,0.20189873417721518,1.6777719890919451
JUMBO BAG RED RETROSPOT,NATURAL SLATE HEART CHALKBOARD ,319,2054,1200,0.024686581024609192,0.15530671859785783,0.2658333333333333,1.6723945147679327
JUMBO BAG ALPHABET,JUMBO BAG VINTAGE LEAF,317,899,873,0.024531806221947068,0.3526140155728587,0.3631156930126002,5.219333687551525
JUMBO BAG VINTAGE DOILY ,JUMBO SHOPPER VINTAGE RED PAISLEY,314,1211,1168,0.024299644017953877,0.259289843104872,0.2688356164383562,2.8686158840763323
JUMBO BAG RED RETROSPOT,LUNCH BAG VINTAGE DOILY ,313,2054,1089,0.024222256616622813,0.15238558909444985,0.2874196510560147,1.8081970452511305
JUMBO BAG STRAWBERRY,JUMBO STORAGE BAG SUKI,313,818,1180,0.024222256616622813,0.38264058679706603,0.2652542372881356,4.190238697111599
JUMBO BAG VINTAGE DOILY ,JUMBO STORAGE BAG SUKI,313,1211,1180,0.024222256616622813,0.2584640792733278,0.2652542372881356,2.830400705398256
SET OF 3 BUTTERFLY COOKIE CUTTERS,SET OF 3 HEART COOKIE CUTTERS,311,678,673,0.02406748181396069,0.45870206489675514,0.462109955423477,8.807352277259838
CHOCOLATE HOT WATER BOTTLE,SCOTTIE DOG HOT WATER BOTTLE,311,817,731,0.02406748181396069,0.3806609547123623,0.42544459644322846,6.7290025400727025
REGENCY CAKESTAND 3 TIER,SET OF 3 CAKE TINS PANTRY DESIGN ,311,1851,1340,0.02406748181396069,0.16801728795245813,0.23208955223880598,1.6202383544191523
LUNCH BAG ALPHABET DESIGN,LUNCH BAG RED RETROSPOT,310,733,1555,0.023990094412629625,0.4229195088676671,0.19935691318327975,3.51444751999228
